281, 57, 22, 10, 6
299, 107, 36, 20, 6
292, 87, 40, 18, 6
392, 124, 4, 6, 7
396, 68, 50, 22, 6
397, 52, 48, 24, 6
272, 23, 2, 4, 7
563, 18, 12, 20, 6
569, 48, 8, 14, 6
409, 613, 26, 34, 6
519, 738, 20, 40, 6
536, 561, 36, 76, 6
459, 453, 38, 62, 6
598, 431, 14, 26, 6
631, 466, 14, 32, 6
643, 612, 14, 34, 6
560, 0, 10, 14, 6
574, 0, 10, 12, 6
610, 4, 10, 16, 6
584, 50, 12, 14, 6
601, 37, 10, 12, 6
591, 95, 10, 14, 6
563, 134, 10, 16, 6
562, 109, 12, 16, 6
574, 85, 8, 16, 6
620, 47, 10, 14, 6
635, 116, 10, 16, 6
555, 184, 12, 18, 6
551, 219, 12, 14, 6
625, 8, 18, 32, 6
624, 143, 10, 22, 6
611, 78, 10, 20, 6
601, 151, 16, 38, 6
628, 179, 12, 22, 6
582, 175, 18, 46, 6
648, 187, 18, 42, 6
635, 281, 12, 20, 6
607, 261, 10, 20, 6
580, 288, 16, 46, 6
529, 301, 14, 20, 6
543, 255, 10, 18, 6
565, 154, 4, 8, 7
586, 540, 4, 8, 7
584, 595, 4, 10, 7
638, 341, 10, 28, 6
657, 371, 18, 44, 6
